stage,phase,candidate_id,nominal_id,source_candidate_id,nominal_category,source_name,source_type,control_vector,probe_center_candidate_id,probe_center_nominal_id,probe_variable_index,probe_sign,probe_requested_delta,probe_actual_delta,probe_scheme,population_index
Stage3.1,round_000_probes,s31r000p_dfec97ab29aa0017,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14293042464019692,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,5,-1,0.007,-0.007000000000000006,two_sided,10
Stage3.1,round_000_probes,s31r000p_4f2fac4ab77e1836,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v5_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.15693042464019694,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,5,1,0.007,0.007000000000000006,two_sided,11
Stage3.1,round_000_probes,s31r000p_1b957749f53b1cbc,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2569999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,6,-1,0.03,-0.030000000000000027,two_sided,12
Stage3.1,round_000_probes,s31r000p_efa46b6fe776c91e,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v6_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.3169999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,6,1,0.03,0.030000000000000027,two_sided,13
Stage3.1,round_000_probes,s31r000p_89e2d018375ca648,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.24099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,7,-1,0.03,-0.03,two_sided,14
Stage3.1,round_000_probes,s31r000p_8330ae3882f054da,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v7_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.30099999999999993,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,7,1,0.03,0.02999999999999997,two_sided,15
Stage3.1,round_000_probes,s31r000p_455f690622e87e59,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.027150000000000025,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,8,-1,0.011,-0.011,two_sided,16
Stage3.1,round_000_probes,s31r000p_45eb7e91aa540f4c,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v8_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.04915000000000003,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,8,1,0.011,0.011000000000000003,two_sided,17
Stage3.1,round_000_probes,s31r000p_43cb3b5dd198aff7,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.33939999999999937,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,9,-1,0.04,-0.03999999999999998,two_sided,18
Stage3.1,round_000_probes,s31r000p_611568be0da53dc9,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v9_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.41939999999999933,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,9,1,0.04,0.03999999999999998,two_sided,19
Stage3.1,round_000_probes,s31r000p_431e6f03eb662cc3,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.3394,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,10,-1,0.04,-0.03999999999999998,two_sided,20
Stage3.1,round_000_probes,s31r000p_a1b9e9ec8fd1dafc,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v10_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.41939999999999994,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,10,1,0.04,0.03999999999999998,two_sided,21
Stage3.1,round_000_probes,s31r000p_429a92940457dac8,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.12150000000000001,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,11,-1,0.014,-0.013999999999999999,two_sided,22
Stage3.1,round_000_probes,s31r000p_2620455001d965cb,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v11_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.14950000000000002,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,11,1,0.014,0.014000000000000012,two_sided,23
Stage3.1,round_000_probes,s31r000p_91fc6c69456d1d2c,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.38359999999999944,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,12,-1,0.05,-0.04999999999999999,two_sided,24
Stage3.1,round_000_probes,s31r000p_789bb189cb0eacbb,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v12_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.4835999999999994,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,12,1,0.05,0.04999999999999999,two_sided,25
Stage3.1,round_000_probes,s31r000p_5c78cb5e6938c007,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.3835999999999998,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,13,-1,0.05,-0.04999999999999999,two_sided,26
Stage3.1,round_000_probes,s31r000p_c769c4876f6ef9f6,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v13_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.48359999999999975,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,13,1,0.05,0.04999999999999999,two_sided,27
Stage3.1,round_000_probes,s31r000p_db0cc0432d94f0c7,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.047399999999999956,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,14,-1,0.018,-0.018000000000000002,two_sided,28
Stage3.1,round_000_probes,s31r000p_e13282dedb5d421a,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v14_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.08339999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,14,1,0.018,0.018000000000000002,two_sided,29
Stage3.1,round_000_probes,s31r000p_ba843a06b3481b01,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.3835999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,15,-1,0.05,-0.04999999999999999,two_sided,30
Stage3.1,round_000_probes,s31r000p_6e42d66c3cfa1eb2,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v15_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.48359999999999986,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,15,1,0.05,0.04999999999999999,two_sided,31
Stage3.1,round_000_probes,s31r000p_c2640fe4d4b842b0,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.06359999999999945,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,16,-1,0.05,-0.05,two_sided,32
Stage3.1,round_000_probes,s31r000p_951b3a7ac0fa6b9d,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v16_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.16359999999999947,0.16259999999999988,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,16,1,0.05,0.05000000000000002,two_sided,33
Stage3.1,round_000_probes,s31r000p_9b1c9abfda503559,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.1445999999999999,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,17,-1,0.018,-0.017999999999999988,two_sided,34
Stage3.1,round_000_probes,s31r000p_2d881dc3bde2b165,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v17_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.18059999999999987,0.4335999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,17,1,0.018,0.017999999999999988,two_sided,35
Stage3.1,round_000_probes,s31r000p_15eebf50c0e6e100,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v18_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.3835999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,18,-1,0.05,-0.04999999999999999,two_sided,36
Stage3.1,round_000_probes,s31r000p_d8066a428c82c296,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v18_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4835999999999991,0.11359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,18,1,0.05,0.04999999999999999,two_sided,37
Stage3.1,round_000_probes,s31r000p_b1354933835fc1a2,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v19_m,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.06359999999999984,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,19,-1,0.05,-0.05,two_sided,38
Stage3.1,round_000_probes,s31r000p_94d3ea62cf9d7bef,nominal_05_s22g000_571ab4a158d29207,s22g000_571ab4a158d29207,gate,center0_v19_p,real_tsc_fd_probe,"[-0.5973015723001297,-0.30390476986892895,0.14356953343592382,-0.3625934518181101,0.31836250362187624,0.14993042464019693,0.2869999999999997,0.27099999999999996,0.038150000000000024,0.37939999999999935,0.37939999999999996,0.1355,0.43359999999999943,0.43359999999999976,0.06539999999999996,0.4335999999999999,0.11359999999999945,0.16259999999999988,0.4335999999999991,0.16359999999999986,0.16259999999999983]",s30r999p_3d650586695d1458,nominal_05_s22g000_571ab4a158d29207,19,1,0.05,0.05000000000000002,two_sided,39
